Id,Category
781,3
782,5
783,9
784,3
785,8
786,0
787,0
788,8
789,10
790,0
791,8
792,7
793,9
794,7
795,5
796,9
797,2
798,0
799,2
800,4
801,3
802,0
803,8
804,0
805,3
806,2
807,8
808,3
809,4
810,3
811,9
812,3
813,5
814,0
815,0
816,5
817,9
818,0
819,3
820,8
821,8
822,9
823,3
824,0
825,3
826,0
827,2
828,9
829,0
830,0
831,3
832,8
833,0
834,0
835,6
836,5
837,0
838,2
839,3
840,5
841,2
842,5
843,0
844,8
845,2
846,3
847,4
848,3
849,3
850,5
851,1
852,0
853,3
854,10
855,10
856,10
857,10
858,3
859,0
860,3
861,0
862,0
863,9
864,3
865,0
866,2
867,0
868,8
869,5
870,0
871,0
872,5
873,6
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,2
882,9
883,6
884,5
885,2
886,0
887,0
888,5
889,0
890,6
891,2
892,5
893,5
894,0
895,2
896,3
897,4
898,4
899,5
900,7
901,10
902,3
903,0
904,5
905,3
906,0
907,5
908,9
909,9
910,10
911,0
912,0
913,2
914,0
915,3
916,0
917,0
918,9
919,5
920,0
921,0
922,8
923,9
924,9
925,2
926,0
927,0
928,0
929,9
930,9
931,0
932,2
933,0
934,0
935,5
936,2
937,2
938,8
939,0
940,9
941,0
942,0
943,10
944,0
945,3
946,7
947,8
948,3
949,2
950,0
951,4
952,0
953,9
954,3
955,2
956,6
957,7
958,8
959,5
960,2
961,8
962,0
963,2
964,5
965,0
966,9
967,5
968,2
969,4
970,0
971,0
972,3
973,5
974,0
975,2
976,0
977,5
978,0
979,0
980,3
981,7
982,0
983,9
984,0
985,3
986,5
987,2
988,8
989,0
990,5
991,0
992,3
993,7
994,0
995,8
996,0
997,5
998,9
999,0
1000,9
1001,5
1002,10
1003,7
1004,3
1005,6
1006,0
1007,0
1008,4
1009,5
1010,5
1011,0
1012,6
1013,5
1014,0
1015,10
1016,0
1017,5
1018,0
1019,9
1020,3
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,0
1028,2
1029,5
1030,3
1031,4
1032,6
1033,0
1034,8
1035,0
1036,5
1037,0
1038,5
1039,8
1040,9
1041,8
1042,9
1043,0
1044,0
1045,9
1046,6
1047,5
1048,0
1049,9
1050,3
1051,0
1052,9
1053,5
1054,8
1055,5
1056,0
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,3
1064,9
1065,5
1066,0
1067,4
1068,4
1069,9
1070,2
1071,6
1072,0
1073,9
1074,10
1075,0
1076,0
1077,5
1078,0
1079,10
1080,9
1081,2
1082,2
1083,9
1084,4
1085,3
1086,0
1087,5
1088,0
1089,0
1090,3
1091,5
1092,3
1093,0
1094,5
1095,0
1096,10
1097,2
1098,0
1099,0
1100,3
1101,2
1102,5
1103,4
1104,6
1105,2
1106,9
1107,8
1108,8
1109,9
1110,0
1111,9
1112,2
1113,9
1114,0
1115,3
1116,9
1117,5
1118,5
1119,5
1120,0
1121,9
1122,7
1123,0
1124,3
1125,9
1126,6
1127,3
1128,8
1129,4
1130,0
1131,2
1132,2
1133,0
1134,0
1135,8
1136,9
1137,9
1138,0
1139,0
1140,2
1141,3
1142,5
1143,2
1144,8
1145,0
1146,0
1147,8
1148,0
1149,10
1150,0
1151,2
1152,0
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,3
1160,9
1161,5
1162,2
1163,9
1164,0
1165,2
1166,0
1167,5
1168,0
1169,5
1170,0
1171,4
1172,6
1173,8
1174,8
1175,0
1176,10
1177,0
1178,0
1179,0
1180,0
1181,6
1182,0
1183,0
1184,2
1185,6
1186,0
1187,0
1188,2
1189,9
1190,7
1191,8
1192,8
1193,6
1194,10
1195,3
1196,0
1197,5
1198,0
1199,9
1200,0
1201,0
1202,2
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,8
1212,5
1213,10
1214,5
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,5
1222,0
1223,1
1224,0
1225,6
1226,8
1227,6
1228,2
1229,9
1230,0
1231,0
1232,8
1233,5
1234,0
1235,8
1236,0
1237,0
1238,5
1239,9
1240,0
1241,0
1242,5
1243,6
1244,5
1245,8
1246,0
1247,5
1248,0
1249,5
1250,8
1251,9
1252,10
1253,0
1254,5
1255,8
1256,4
1257,10
1258,8
1259,3
1260,0
1261,0
1262,0
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,3
1270,2
1271,2
1272,2
1273,0
1274,2
1275,0
1276,5
1277,0
1278,3
1279,3
1280,2
1281,2
1282,9
1283,5
1284,0
1285,0
1286,3
1287,9
1288,3
1289,8
1290,8
1291,8
1292,5
1293,5
1294,0
1295,5
1296,2
1297,5
1298,9
1299,0
1300,9
1301,2
1302,8
1303,4
1304,0
1305,9
1306,2
1307,9
1308,2
1309,0
1310,0
1311,3
1312,0
1313,9
1314,0
1315,3
1316,0
1317,8
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,4
1325,2
1326,3
1327,4
1328,4
1329,3
1330,10
1331,9
1332,3
1333,0
1334,5
1335,4
1336,8
1337,0
1338,3
1339,1
1340,5
1341,8
1342,4
1343,3
1344,9
1345,7
1346,3
1347,0
1348,2
1349,3
1350,8
1351,5
1352,8
1353,3
1354,8
1355,0
1356,5
1357,6
1358,3
1359,9
1360,0
1361,9
1362,5
1363,0
1364,3
1365,0
1366,0
1367,8
1368,9
1369,9
1370,8
1371,9
1372,0
1373,3
1374,9
1375,4
1376,3
1377,5
1378,0
1379,8
1380,4
1381,0
1382,8
1383,3
1384,5
1385,4
1386,0
1387,8
1388,9
1389,2
1390,2
1391,5
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,8
1399,2
1400,3
1401,3
1402,9
1403,9
1404,9
1405,4
1406,3
1407,0
1408,5
1409,0
1410,0
1411,4
1412,0
1413,2
1414,2
1415,5
1416,8
1417,0
1418,2
1419,0
1420,5
1421,0
1422,3
1423,0
1424,10
1425,2
1426,0
1427,0
1428,2
1429,0
1430,9
1431,7
1432,8
1433,0
1434,8
1435,7
1436,5
1437,2
1438,5
1439,0
1440,8
1441,3
1442,0
1443,8
1444,3
1445,8
1446,3
1447,10
1448,0
1449,0
1450,0
1451,4
1452,0
1453,9
1454,0
1455,0
1456,9
1457,3
1458,4
1459,0
1460,0
1461,5
1462,0
1463,5
1464,4
1465,5
1466,8
1467,9
1468,3
1469,0
1470,2
1471,3
1472,5
1473,2
1474,0
1475,0
1476,9
1477,0
1478,0
1479,6
1480,9
1481,5
1482,9
1483,9
1484,0
1485,0
1486,4
1487,3
1488,0
1489,0
1490,3
1491,0
1492,8
1493,0
1494,10
1495,9
1496,9
1497,0
1498,0
1499,10
1500,4
1501,7
1502,8
1503,4
1504,9
1505,2
1506,5
1507,7
1508,8
1509,0
1510,0
1511,10
1512,0
1513,0
1514,5
1515,9
1516,10
1517,5
1518,8
1519,2
1520,5
1521,3
1522,3
1523,0
1524,4
1525,5
1526,0
1527,0
1528,5
1529,4
1530,10
1531,2
1532,0
1533,0
1534,0
1535,0
1536,0
1537,5
1538,0
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,3
1548,10
1549,0
1550,0
1551,8
1552,6
1553,2
1554,5
1555,0
1556,0
1557,0
1558,0
1559,9
1560,0
1561,0
1562,3
1563,9
1564,7
1565,0
1566,9
1567,0
1568,2
1569,0
1570,3
1571,5
1572,10
1573,8
1574,10
1575,4
1576,3
1577,0
1578,2
1579,7
1580,9
1581,0
1582,2
1583,0
1584,8
1585,0
1586,4
1587,5
1588,5
1589,0
1590,5
1591,10
1592,9
1593,10
1594,8
1595,0
1596,10
1597,6
1598,3
1599,10
1600,9
1601,4
1602,0
1603,9
1604,8
1605,8
1606,0
1607,4
1608,0
1609,0
1610,2
1611,0
1612,9
1613,3
1614,7
1615,0
1616,0
1617,2
1618,3
1619,0
1620,0
1621,0
1622,2
1623,0
1624,2
1625,2
1626,0
1627,0
1628,9
1629,1
1630,5
1631,0
1632,5
1633,3
1634,8
1635,3
1636,0
1637,3
1638,5
1639,1
1640,0
1641,3
1642,5
1643,0
1644,9
1645,5
1646,3
1647,0
1648,0
1649,8
1650,0
1651,5
1652,5
1653,0
1654,9
1655,0
1656,3
1657,3
1658,5
1659,0
1660,0
1661,4
1662,1
1663,5
1664,5
1665,0
1666,8
1667,0
1668,0
1669,4
1670,0
1671,5
1672,6
1673,5
1674,9
1675,0
1676,5
1677,0
1678,5
1679,0
1680,0
1681,5
1682,5
1683,3
1684,5
1685,5
1686,8
1687,3
1688,3
1689,3
1690,2
1691,5
1692,5
1693,9
1694,5
1695,9
1696,8
1697,5
1698,9
1699,5
1700,0
1701,9
1702,5
1703,0
1704,0
1705,8
1706,0
1707,10
1708,0
1709,7
1710,0
1711,10
1712,5
1713,0
1714,0
1715,2
1716,0
1717,5
1718,9
1719,5
1720,3
1721,0
1722,4
1723,0
1724,3
1725,2
1726,0
1727,8
1728,3
1729,3
1730,0
1731,2
1732,9
1733,2
1734,0
1735,0
1736,0
1737,6
1738,0
1739,8
1740,5
1741,0
1742,9
1743,9
1744,0
1745,0
1746,10
1747,4
1748,9
1749,9
1750,3
1751,5
1752,3
1753,0
1754,0
1755,5
1756,3
1757,3
1758,0
1759,9
1760,0
1761,0
1762,9
1763,6
1764,3
1765,9
1766,3
1767,5
1768,0
1769,8
1770,5
1771,8
1772,3
1773,5
1774,0
1775,0
1776,2
1777,9
1778,3
1779,5
1780,4
1781,2
1782,8
1783,8
1784,9
1785,6
1786,2
1787,0
1788,0
1789,9
1790,8
1791,0
1792,0
1793,0
1794,5
1795,3
1796,5
1797,5
1798,8
1799,3
1800,3
1801,4
1802,0
1803,0
1804,6
1805,0
1806,9
1807,5
1808,9
1809,0
1810,0
1811,4
1812,0
1813,0
1814,10
1815,3
1816,2
1817,4
1818,2
1819,3
1820,9
1821,10
1822,9
1823,0
1824,1
1825,1
1826,3
1827,9
1828,9
1829,5
1830,0
1831,2
1832,2
1833,0
1834,6
1835,3
1836,3
1837,9
1838,0
1839,8
1840,0
1841,0
1842,0
1843,8
1844,5
1845,5
1846,2
1847,2
1848,3
1849,8
1850,5
1851,5
1852,0
1853,0
1854,7
1855,3
1856,6
1857,9
1858,3
1859,6
1860,9
1861,3
1862,0
1863,0
1864,8
1865,0
1866,2
1867,3
1868,1
1869,0
1870,3
1871,5
1872,0
1873,2
1874,0
1875,3
1876,8
1877,0
1878,0
1879,6
1880,0
1881,8
1882,5
1883,3
1884,4
1885,0
1886,9
1887,5
1888,5
1889,0
1890,4
1891,0
1892,2
1893,0
1894,0
1895,8
1896,3
1897,5
1898,0
1899,5
1900,0
1901,9
1902,3
1903,0
1904,8
1905,2
1906,0
1907,5
1908,3
1909,5
1910,10
1911,3
1912,0
1913,2
1914,9
1915,9
1916,5
1917,5
1918,8
1919,0
1920,8
1921,8
1922,3
1923,0
1924,0
1925,5
1926,5
1927,0
1928,8
1929,3
1930,5
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,2
1940,6
1941,0
1942,4
1943,9
1944,6
1945,9
1946,0
1947,0
1948,10
1949,5
1950,9
1951,5
1952,7
1953,6
1954,3
1955,2
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,0
1964,8
1965,10
1966,5
1967,2
1968,6
1969,5
1970,6
1971,0
1972,3
1973,9
1974,0
1975,2
1976,9
1977,10
1978,9
1979,4
1980,5
1981,0
1982,3
1983,3
1984,7
1985,3
1986,0
1987,0
1988,0
1989,8
1990,3
1991,0
1992,5
1993,0
1994,5
1995,0
1996,0
1997,0
1998,5
1999,0
2000,5
2001,5
2002,9
2003,0
2004,0
2005,0
2006,3
2007,9
2008,9
2009,0
2010,3
2011,3
2012,0
2013,0
2014,6
2015,2
2016,0
2017,3
2018,9
2019,8
2020,9
2021,0
2022,0
2023,9
2024,0
2025,0
2026,4
2027,3
2028,4
2029,6
2030,0
2031,3
2032,10
2033,0
2034,0
2035,0
2036,2
2037,6
2038,5
2039,0
2040,0
2041,9
2042,5
2043,6
2044,0
2045,0
2046,5
2047,3
2048,2
2049,9
2050,6
2051,3
2052,0
2053,5
2054,0
2055,0
2056,0
2057,8
2058,2
2059,9
2060,4
2061,0
2062,8
2063,0
2064,10
2065,5
2066,5
2067,2
2068,0
2069,3
2070,5
2071,3
2072,5
2073,2
2074,0
2075,0
2076,8
2077,6
2078,0
2079,0
2080,1
2081,4
2082,5
2083,3
2084,8
2085,5
2086,9
2087,2
2088,7
2089,0
2090,4
2091,0
2092,3
2093,3
2094,5
2095,8
2096,3
2097,5
2098,0
2099,10
2100,0
2101,0
2102,0
2103,5
2104,2
2105,8
2106,0
2107,0
2108,3
2109,5
2110,5
2111,2
2112,9
2113,6
2114,8
2115,8
2116,0
2117,5
2118,10
2119,0
2120,9
2121,0
2122,9
2123,10
2124,5
2125,0
2126,0
2127,0
2128,7
2129,5
2130,6
2131,2
2132,9
2133,3
2134,3
2135,5
2136,8
2137,6
2138,6
2139,3
2140,3
2141,0
2142,0
2143,0
2144,6
2145,4
2146,4
2147,0
2148,4
2149,8
2150,2
2151,9
2152,8
2153,0
2154,0
2155,0
2156,8
2157,3
2158,5
2159,5
2160,0
2161,0
2162,0
2163,2
2164,10
2165,0
2166,0
2167,2
2168,9
2169,0
2170,0
2171,7
2172,9
2173,5
2174,0
2175,0
2176,5
2177,0
2178,7
2179,9
2180,0
2181,5
2182,3
2183,5
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,5
2191,9
2192,5
2193,2
2194,4
2195,2
2196,9
2197,8
2198,0
2199,5
2200,0
2201,2
2202,0
2203,5
2204,0
2205,8
2206,0
2207,2
2208,0
2209,2
2210,2
2211,5
2212,0
2213,0
2214,2
2215,5
2216,0
2217,0
2218,2
2219,9
2220,0
2221,0
2222,0
2223,3
2224,2
2225,3
2226,8
2227,5
2228,3
2229,0
2230,0
2231,4
2232,0
2233,8
2234,6
2235,6
2236,10
2237,0
2238,0
2239,0
2240,3
2241,3
2242,0
2243,2
2244,9
2245,9
2246,9
2247,2
2248,5
2249,8
2250,2
2251,0
2252,0
2253,0
2254,2
2255,2
2256,0
2257,0
2258,0
2259,3
2260,0
2261,5
2262,0
2263,0
2264,10
2265,4
2266,3
2267,7
2268,0
2269,8
2270,8
2271,9
2272,2
2273,2
2274,8
2275,9
2276,2
2277,8
2278,4
2279,8
2280,0
2281,3
2282,3
2283,3
2284,2
2285,2
2286,2
2287,5
2288,9
2289,8
2290,8
2291,0
2292,10
2293,0
2294,0
2295,9
2296,7
2297,5
2298,0
2299,8
2300,4
2301,9
2302,8
2303,7
2304,0
2305,0
2306,9
2307,0
2308,8
2309,3
2310,5
2311,5
2312,5
2313,0
2314,2
2315,3
2316,5
2317,0
2318,9
2319,9
2320,5
2321,8
2322,5
2323,8
2324,9
2325,2
2326,2
2327,0
2328,0
2329,6
2330,0
2331,0
2332,0
2333,6
2334,5
2335,3
2336,4
2337,9
2338,0
2339,3
2340,10
2341,6
2342,2
2343,9
2344,0
2345,2
2346,8
2347,0
2348,5
2349,3
2350,8
2351,0
2352,6
2353,9
2354,4
2355,3
2356,4
2357,6
2358,2
2359,0
2360,3
2361,7
2362,3
2363,3
2364,0
2365,7
2366,0
2367,0
2368,0
2369,0
2370,2
2371,7
2372,5
2373,3
2374,5
2375,2
2376,0
2377,8
2378,0
2379,5
2380,9
2381,0
2382,0
2383,4
2384,3
2385,4
2386,7
2387,4
2388,3
2389,0
2390,0
2391,8
2392,0
2393,3
2394,0
2395,5
2396,7
2397,3
2398,5
2399,0
2400,0
2401,0
2402,3
2403,2
2404,3
2405,10
2406,9
2407,5
2408,6
2409,3
2410,5
2411,0
2412,8
2413,9
2414,8
2415,8
2416,8
2417,9
2418,0
2419,8
2420,5
2421,5
2422,9
2423,5
2424,9
2425,6
2426,10
2427,0
2428,0
2429,6
2430,5
2431,0
2432,8
2433,0
2434,5
2435,0
2436,5
2437,0
2438,9
2439,9
2440,8
2441,0
2442,8
2443,0
2444,4
2445,0
2446,5
2447,8
2448,0
2449,5
2450,0
2451,8
2452,6
2453,7
2454,4
2455,7
2456,8
2457,3
2458,5
2459,2
2460,10
2461,0
2462,0
2463,2
2464,9
2465,0
2466,9
2467,8
2468,0
2469,3
2470,9
2471,7
2472,0
2473,2
2474,8
2475,0
2476,0
2477,0
2478,8
2479,8
2480,0
2481,0
2482,3
2483,2
2484,2
2485,0
2486,10
2487,3
2488,3
2489,7
2490,4
2491,9
2492,0
2493,5
2494,3
2495,5
2496,9
2497,2
2498,0
2499,5
2500,0
2501,8
2502,5
2503,5
2504,5
2505,9
2506,0
2507,0
2508,0
2509,2
2510,2
2511,0
2512,0
2513,0
2514,9
2515,4
2516,4
2517,5
2518,0
2519,2
2520,8
2521,5
2522,8
2523,2
2524,9
2525,8
2526,9
2527,8
2528,0
2529,8
2530,9
2531,9
2532,5
2533,5
2534,2
2535,4
2536,3
2537,8
2538,9
2539,0
2540,3
2541,9
2542,9
2543,5
2544,3
2545,2
2546,4
2547,0
2548,9
2549,5
2550,10
2551,9
2552,8
2553,0
2554,0
2555,3
2556,2
2557,0
2558,8
2559,4
2560,0
2561,0
2562,0
2563,9
2564,9
2565,8
2566,3
2567,5
2568,2
2569,5
2570,2
2571,3
2572,0
2573,5
2574,0
2575,9
2576,5
2577,3
2578,3
2579,2
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,2
2587,0
2588,3
2589,0
2590,0
2591,0
2592,0
2593,5
2594,0
2595,10
2596,3
2597,0
2598,0
2599,0
2600,10
2601,0
2602,3
2603,0
2604,3
2605,9
2606,8
2607,7
2608,5
2609,10
2610,0
2611,0
2612,0
2613,5
2614,5
2615,5
2616,0
2617,0
2618,0
2619,3
2620,0
2621,6
2622,5
2623,5
2624,5
2625,9
2626,9
2627,9
2628,0
2629,2
2630,2
2631,2
2632,5
2633,0
2634,0
2635,6
2636,9
2637,6
2638,5
2639,4
2640,2
2641,5
2642,8
2643,3
2644,10
2645,6
2646,8
2647,0
2648,3
2649,3
2650,0
2651,0
2652,0
2653,3
2654,2
2655,3
2656,0
2657,8
2658,0
2659,1
2660,3
2661,7
2662,5
2663,3
2664,4
2665,2
2666,0
2667,10
2668,9
2669,0
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,0
2678,4
2679,0
2680,0
2681,0
2682,10
2683,8
2684,9
2685,0
2686,0
2687,2
2688,5
2689,0
2690,9
2691,5
2692,0
2693,0
2694,3
2695,9
2696,5
2697,2
2698,4
2699,10
2700,7
2701,2
2702,5
2703,3
2704,5
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,0
2712,3
2713,0
2714,0
2715,9
2716,8
2717,0
2718,0
2719,5
2720,9
2721,10
2722,8
2723,7
2724,0
2725,0
2726,0
2727,5
2728,2
2729,8
2730,8
2731,0
2732,0
2733,0
2734,2
2735,9
2736,7
2737,10
2738,9
2739,2
2740,0
2741,0
2742,9
2743,5
2744,6
2745,3
2746,8
2747,0
2748,10
2749,2
2750,8
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,2
2759,8
2760,9
2761,0
2762,0
2763,3
2764,4
2765,0
2766,6
2767,4
2768,10
2769,0
2770,6
2771,7
2772,0
2773,8
2774,0
2775,4
2776,5
2777,0
2778,2
2779,0
2780,5
2781,0
2782,9
2783,5
2784,8
2785,2
2786,2
2787,9
2788,6
2789,8
2790,0
2791,7
2792,9
2793,8
2794,0
2795,8
2796,5
2797,2
2798,8
2799,9
2800,0
2801,3
2802,2
2803,0
2804,0
2805,6
2806,10
2807,8
2808,5
2809,9
2810,9
2811,5
2812,8
2813,8
2814,2
2815,8
2816,9
2817,0
2818,0
2819,2
2820,5
2821,5
2822,3
2823,2
2824,9
2825,0
2826,0
2827,4
2828,2
2829,5
2830,5
2831,9
2832,0
2833,0
2834,3
2835,0
2836,2
2837,4
2838,5
2839,5
2840,5
2841,0
2842,0
2843,0
2844,3
2845,8
2846,0
2847,0
2848,5
2849,5
2850,3
2851,0
2852,0
2853,8
2854,7
2855,6
2856,10
2857,8
2858,8
2859,0
2860,3
2861,9
2862,0
2863,0
2864,3
2865,5
2866,10
2867,2
2868,6
2869,5
2870,0
2871,8
2872,0
2873,8
2874,3
2875,0
2876,8
2877,9
2878,0
2879,0
2880,0
2881,0
2882,6
2883,8
2884,0
2885,9
2886,0
2887,2
2888,10
2889,3
2890,9
2891,8
2892,2
2893,0
2894,8
2895,2
2896,6
2897,8
2898,9
2899,0
2900,9
2901,0
2902,8
2903,3
2904,0
2905,3
2906,0
2907,8
2908,0
2909,3
2910,9
2911,5
2912,0
2913,5
2914,9
2915,8
2916,2
2917,3
2918,8
2919,0
2920,5
2921,3
2922,5
2923,3
2924,3
2925,8
2926,5
2927,0
2928,0
2929,9
2930,0
2931,0
2932,8
2933,2
2934,9
2935,8
2936,0
2937,0
2938,0
2939,8
2940,3
2941,0
2942,5
2943,2
2944,5
2945,3
2946,9
2947,0
2948,4
2949,2
2950,0
2951,3
2952,0
2953,0
2954,3
2955,0
2956,8
2957,2
2958,3
2959,8
2960,0
2961,0
2962,9
2963,9
2964,0
2965,6
2966,0
2967,0
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,0
2976,5
2977,4
2978,10
2979,5
2980,8
2981,4
2982,0
2983,2
2984,6
2985,3
2986,3
2987,5
2988,0
2989,9
2990,9
2991,5
2992,5
2993,7
2994,9
2995,9
2996,5
